Generated_File_Name 	Parent_Folder 	Original_File_Name 	Segment_Index
00060.wav	 20171104-1	 200959	 98
00061.wav	 20171104-1	 200959	 64
00062.wav	 20171104-1	 200959	 81
00063.wav	 20171104-1	 200959	 9
00064.wav	 20171104-1	 200959	 92
00065.wav	 20171104-1	 200959	 34
00066.wav	 20171104-1	 200959	 44
00067.wav	 20171104-1	 200959	 79
00068.wav	 20171104-1	 200959	 78
00069.wav	 20171104-1	 200959	 125
00070.wav	 20171104-1	 200959	 77
00071.wav	 20171104-1	 200959	 59
00072.wav	 20171104-1	 200959	 67
00073.wav	 20171104-1	 200959	 87
00074.wav	 20171104-1	 200959	 19
00075.wav	 20171104-1	 200959	 22
00076.wav	 20171104-1	 200959	 103
00077.wav	 20171104-1	 200959	 13
00078.wav	 20171104-1	 200959	 58
00079.wav	 20171104-1	 200959	 52
00080.wav	 20171104-1	 200959	 51
00081.wav	 20171104-1	 200959	 46
00082.wav	 20171104-1	 200959	 11
00083.wav	 20171104-1	 200959	 127
00084.wav	 20171104-1	 200959	 88
00085.wav	 20171104-1	 200959	 27
00086.wav	 20171104-1	 200959	 82
00087.wav	 20171104-1	 200959	 121
00088.wav	 20171104-1	 200959	 90
00089.wav	 20171104-1	 200959	 68
00090.wav	 20171104-1	 200959	 94
00091.wav	 20171104-1	 200959	 7
00092.wav	 20171104-1	 200959	 45
00093.wav	 20171104-1	 200959	 4
00094.wav	 20171104-1	 200959	 14
00095.wav	 20171104-1	 200959	 70
00096.wav	 20171104-1	 200959	 123
00097.wav	 20171104-1	 200959	 105
00098.wav	 20171104-1	 200959	 49
00099.wav	 20171104-1	 200959	 32
00100.wav	 20171104-1	 200959	 54
00101.wav	 20171104-1	 200959	 110
00102.wav	 20171104-1	 200959	 118
00103.wav	 20171104-1	 200959	 111
00104.wav	 20171104-1	 200959	 99
00105.wav	 20171104-1	 200959	 47
00106.wav	 20171104-1	 200959	 37
00107.wav	 20171104-1	 200959	 102
00108.wav	 20171104-1	 200959	 56
00109.wav	 20171104-1	 200959	 42
00110.wav	 20171104-1	 200959	 23
00111.wav	 20171104-1	 200959	 3
00112.wav	 20171104-1	 200959	 35
00113.wav	 20171104-1	 200959	 91
00114.wav	 20171104-1	 200959	 115
00115.wav	 20171104-1	 200959	 63
00116.wav	 20171104-1	 200959	 85
00117.wav	 20171104-1	 200959	 26
00118.wav	 20171104-1	 200959	 65
00119.wav	 20171104-1	 200959	 117
00120.wav	 20171104-1	 200959	 113
00121.wav	 20171104-1	 200959	 16
00122.wav	 20171104-1	 200959	 5
00123.wav	 20171104-1	 200959	 21
00124.wav	 20171104-1	 200959	 36
00125.wav	 20171104-1	 200959	 97
00126.wav	 20171104-1	 200959	 76
00127.wav	 20171104-1	 200959	 96
00128.wav	 20171105-2	 052000	 90
00129.wav	 20171105-2	 052000	 199
00130.wav	 20171105-2	 052000	 218
00131.wav	 20171105-2	 052000	 104
00132.wav	 20171105-2	 052000	 154
00133.wav	 20171105-2	 052000	 122
00134.wav	 20171105-2	 052000	 116
00135.wav	 20171105-2	 052000	 48
00136.wav	 20171105-2	 052000	 170
00137.wav	 20171105-2	 052000	 150
00138.wav	 20171105-2	 052000	 63
00139.wav	 20171105-2	 052000	 222
00140.wav	 20171105-2	 052000	 31
00141.wav	 20171105-2	 052000	 11
00142.wav	 20171105-2	 052000	 35
00143.wav	 20171105-2	 052000	 34
00144.wav	 20171105-2	 052000	 107
00145.wav	 20171105-2	 052000	 205
00146.wav	 20171105-2	 052000	 155
00147.wav	 20171105-2	 052000	 138
00148.wav	 20171105-2	 052000	 50
00149.wav	 20171105-2	 052000	 97
00150.wav	 20171105-2	 052000	 148
00151.wav	 20171105-2	 052000	 121
00152.wav	 20171105-2	 052000	 227
00153.wav	 20171105-2	 052000	 84
00154.wav	 20171105-2	 052000	 139
00155.wav	 20171105-2	 052000	 46
00156.wav	 20171105-2	 052000	 144
00157.wav	 20171105-2	 052000	 61
00158.wav	 20171105-2	 052000	 111
00159.wav	 20171105-2	 052000	 16
00160.wav	 20171105-2	 052000	 98
00161.wav	 20171105-2	 052000	 95
00162.wav	 20171105-2	 052000	 163
00163.wav	 20171105-2	 052000	 220
00164.wav	 20171105-2	 052000	 65
00165.wav	 20171105-2	 052000	 149
00166.wav	 20171105-2	 052000	 174
00167.wav	 20171105-2	 052000	 141
00168.wav	 20171105-2	 052000	 186
00169.wav	 20171105-2	 052000	 175
00170.wav	 20171105-2	 052000	 226
00171.wav	 20171105-2	 052000	 18
00172.wav	 20171105-2	 052000	 206
00173.wav	 20171105-2	 052000	 25
00174.wav	 20171105-2	 052000	 228
00175.wav	 20171105-2	 052000	 91
00176.wav	 20171105-2	 052000	 87
00177.wav	 20171105-2	 052000	 52
00178.wav	 20171105-2	 052000	 124
00179.wav	 20171105-2	 052000	 89
00180.wav	 20171105-2	 052000	 137
00181.wav	 20171105-2	 052000	 167
00182.wav	 20171105-2	 052000	 64
00183.wav	 20171105-2	 052000	 24
00184.wav	 20171105-2	 052000	 158
00185.wav	 20171105-2	 052000	 12
00186.wav	 20171105-2	 052000	 38
00187.wav	 20171105-2	 052000	 115
00188.wav	 20171105-2	 052000	 128
00189.wav	 20171105-2	 052000	 185
00190.wav	 20171105-2	 052000	 196
00191.wav	 20171105-2	 052000	 67
00192.wav	 20171105-2	 052000	 21
00193.wav	 20171105-2	 052000	 29
00194.wav	 20171105-2	 052000	 140
00195.wav	 20171105-2	 052000	 117
00196.wav	 20171105-2	 052000	 184
00197.wav	 20171105-2	 052000	 219
00198.wav	 20171105-2	 052000	 151
00199.wav	 20171105-2	 052000	 51
00200.wav	 20171105-2	 052000	 5
00201.wav	 20171105-2	 052000	 210
00202.wav	 20171105-2	 052000	 66
00203.wav	 20171105-2	 052000	 178
00204.wav	 20171105-2	 052000	 45
00205.wav	 20171105-2	 052000	 162
00206.wav	 20171105-2	 052000	 1
00207.wav	 20171105-2	 052000	 112
00208.wav	 20171105-2	 052000	 71
00209.wav	 20171105-2	 052000	 32
00210.wav	 20171105-2	 052000	 172
00211.wav	 20171105-2	 052000	 88
00212.wav	 20171105-2	 052000	 58
00213.wav	 20171105-2	 052000	 56
00214.wav	 20171105-2	 052000	 142
00215.wav	 20171105-2	 052000	 168
00216.wav	 20171105-2	 052000	 229
00217.wav	 20171105-2	 052000	 132
00218.wav	 20171105-2	 052000	 43
00219.wav	 20171105-2	 052000	 7
00220.wav	 20171105-2	 052000	 85
00221.wav	 20171105-2	 052000	 106
00222.wav	 20171105-2	 052000	 49
00223.wav	 20171105-2	 052000	 15
00224.wav	 20171105-2	 052000	 80
00225.wav	 20171105-2	 052000	 180
00226.wav	 20171105-2	 052000	 127
00227.wav	 20171105-2	 052000	 177
00228.wav	 20171105-2	 052000	 182
00229.wav	 20171105-2	 052000	 72
00230.wav	 20171105-2	 052000	 76
00231.wav	 20171105-2	 052000	 119
00232.wav	 20171105-2	 052000	 13
00233.wav	 20171105-2	 052000	 214
00234.wav	 20171105-2	 052000	 133
00235.wav	 20171105-2	 052000	 223
00236.wav	 20171105-2	 052000	 23
00237.wav	 20171105-2	 052000	 60
00238.wav	 20171105-2	 052000	 173
00239.wav	 20171105-2	 052000	 92
00240.wav	 20171105-2	 052000	 77
00241.wav	 20171105-2	 052000	 179
00242.wav	 20171105-2	 052000	 160
00243.wav	 20171105-2	 052000	 195
00244.wav	 20171105-2	 052000	 146
00245.wav	 20171105-2	 052000	 94
00246.wav	 20171105-2	 052000	 73
00247.wav	 20171105-2	 052000	 202
00248.wav	 20171105-2	 052000	 101
00249.wav	 20171105-2	 052000	 41
00250.wav	 20171105-2	 052000	 194
00251.wav	 20171105-2	 052000	 105
00252.wav	 20171105-2	 052000	 129
00253.wav	 20171105-2	 052000	 40
00254.wav	 20171105-2	 052000	 147
00255.wav	 20171105-2	 052000	 215
00256.wav	 20171105-2	 052000	 57
00257.wav	 20171105-2	 052000	 225
00258.wav	 20171105-2	 052000	 81
00259.wav	 20171105-2	 052000	 157
00260.wav	 20171105-2	 052000	 36
00261.wav	 20171105-2	 052000	 75
00262.wav	 20171105-2	 052000	 176
00263.wav	 20171105-2	 052000	 79
00264.wav	 20171105-2	 052000	 19
00265.wav	 20171105-2	 052000	 198
00266.wav	 20171105-2	 052000	 171
00267.wav	 20171105-2	 052000	 217
00268.wav	 20171105-2	 052000	 203
00269.wav	 20171105-2	 052000	 161
00270.wav	 20171105-2	 052000	 187
00271.wav	 20171105-2	 052000	 192
00272.wav	 20171105-2	 052000	 44
00273.wav	 20171105-2	 052000	 123
00274.wav	 20171105-2	 052000	 188
00275.wav	 20171105-2	 052000	 102
00276.wav	 20171105-2	 052000	 39
00277.wav	 20171105-2	 052000	 69
00278.wav	 20171105-2	 052000	 37
00279.wav	 20171105-2	 052000	 200
00280.wav	 20171105-2	 052000	 47
00281.wav	 20171105-2	 052000	 156
00282.wav	 20171105-2	 052000	 33
00283.wav	 20171105-2	 052000	 114
00284.wav	 20171105-2	 052000	 224
00285.wav	 20171105-2	 052000	 143
00286.wav	 20171105-2	 052000	 93
00287.wav	 20171105-2	 052000	 100
00288.wav	 20171105-2	 052000	 26
00289.wav	 20171105-2	 052000	 42
00290.wav	 20171105-2	 052000	 54
00291.wav	 20171105-2	 052000	 221
00292.wav	 20171105-2	 052000	 126
00293.wav	 20171105-2	 052000	 169
00294.wav	 20171105-2	 052000	 204
00295.wav	 20171105-2	 052000	 108
00296.wav	 20171105-2	 052000	 55
00297.wav	 20171105-2	 052000	 110
00298.wav	 20171105-2	 052000	 53
00299.wav	 20171105-2	 052000	 68
00300.wav	 20171105-2	 052000	 136
00301.wav	 20171105-2	 052000	 183
00302.wav	 20171105-2	 052000	 118
00303.wav	 20171105-2	 052000	 125
00304.wav	 20171105-2	 052000	 197
00305.wav	 20171105-2	 052000	 152
00306.wav	 20171105-2	 052000	 28
00307.wav	 20171105-2	 052000	 86
00308.wav	 20171105-2	 052000	 131
00309.wav	 20171105-2	 052000	 4
00310.wav	 20171105-2	 052000	 109
00311.wav	 20171105-2	 052000	 83
00312.wav	 20171105-2	 052000	 208
00313.wav	 20171105-2	 052000	 130
00314.wav	 20171105-2	 052000	 8
00315.wav	 20171105-2	 052000	 191
00316.wav	 20171105-2	 052000	 96
00317.wav	 20171105-2	 052000	 20
00318.wav	 20171105-2	 052000	 9
00319.wav	 20171105-2	 052000	 212
00320.wav	 20171105-2	 052000	 213
00321.wav	 20171105-2	 052000	 103
00322.wav	 20171105-2	 052000	 14
00323.wav	 20171105-2	 052000	 3
00324.wav	 20171105-2	 052000	 211
00325.wav	 20171105-2	 052000	 62
00326.wav	 20171105-2	 052000	 113
00327.wav	 20171105-2	 052000	 99
00328.wav	 20171105-2	 052000	 6
00329.wav	 20171105-2	 052000	 27
00330.wav	 20171105-2	 052000	 207
00331.wav	 20171105-2	 052000	 145
00332.wav	 20171105-2	 052000	 193
00333.wav	 20171105-2	 052000	 181
00334.wav	 20171105-2	 052000	 159
00335.wav	 20171105-2	 052000	 135
00336.wav	 20171105-2	 052000	 74
00337.wav	 20171105-2	 052000	 216
00338.wav	 20171105-2	 052000	 17
00339.wav	 20171105-2	 052000	 189
00340.wav	 20171105-2	 052000	 164
00341.wav	 20171105-2	 052000	 209
00342.wav	 20171105-2	 052000	 153
00343.wav	 20171105-2	 052000	 59
00344.wav	 20171105-2	 052000	 2
00345.wav	 20171105-2	 052000	 120
00346.wav	 20171105-2	 052000	 78
00347.wav	 20171105-2	 052000	 201
00348.wav	 20171105-2	 052000	 165
00349.wav	 20171105-2	 052000	 190
00350.wav	 20171105-2	 052000	 70
00351.wav	 20171105-2	 052000	 30
00352.wav	 20171105-2	 052000	 22
00353.wav	 20171105-2	 052000	 82
00354.wav	 20171105-2	 052000	 134
00355.wav	 20171105-2	 052000	 166
00356.wav	 20171105-2	 052000	 10
00357.wav	 20171105b-3	 231504	 57
00358.wav	 20171105b-3	 231504	 78
00359.wav	 20171105b-3	 231504	 56
00360.wav	 20171105b-3	 231504	 127
00361.wav	 20171105b-3	 231504	 45
00362.wav	 20171105b-3	 231504	 23
00363.wav	 20171105b-3	 231504	 126
00364.wav	 20171105b-3	 231504	 107
00365.wav	 20171105b-3	 231504	 48
00366.wav	 20171105b-3	 231504	 125
00367.wav	 20171105b-3	 231504	 61
00368.wav	 20171105b-3	 231504	 122
00369.wav	 20171105b-3	 231504	 38
00370.wav	 20171105b-3	 231504	 72
00371.wav	 20171105b-3	 231504	 32
00372.wav	 20171105b-3	 231504	 41
00373.wav	 20171105b-3	 231504	 106
00374.wav	 20171105b-3	 231504	 3
00375.wav	 20171105b-3	 231504	 119
00376.wav	 20171105b-3	 231504	 110
00377.wav	 20171105b-3	 231504	 62
00378.wav	 20171105b-3	 231504	 21
00379.wav	 20171105b-3	 231504	 73
00380.wav	 20171105b-3	 231504	 86
00381.wav	 20171105b-3	 231504	 104
00382.wav	 20171105b-3	 231504	 88
00383.wav	 20171105b-3	 231504	 115
00384.wav	 20171105b-3	 231504	 111
00385.wav	 20171105b-3	 231504	 60
00386.wav	 20171105b-3	 231504	 28
00387.wav	 20171105b-3	 231504	 108
00388.wav	 20171105b-3	 231504	 43
00389.wav	 20171105b-3	 231504	 109
00390.wav	 20171105b-3	 231504	 74
00391.wav	 20171105b-3	 231504	 17
00392.wav	 20171105b-3	 231504	 7
00393.wav	 20171105b-3	 231504	 59
00394.wav	 20171105b-3	 231504	 75
00395.wav	 20171105b-3	 231504	 68
00396.wav	 20171105b-3	 231504	 130
00397.wav	 20171105b-3	 231504	 12
00398.wav	 20171105b-3	 231504	 34
00399.wav	 20171105b-3	 231504	 63
00400.wav	 20171105b-3	 231504	 20
00401.wav	 20171105b-3	 231504	 22
00402.wav	 20171105b-3	 231504	 81
00403.wav	 20171105b-3	 231504	 36
00404.wav	 20171105b-3	 231504	 5
00405.wav	 20171105b-3	 231504	 24
00406.wav	 20171105b-3	 231504	 13
00407.wav	 20171105b-3	 231504	 131
00408.wav	 20171105b-3	 231504	 102
00409.wav	 20171105b-3	 231504	 91
00410.wav	 20171105b-3	 231504	 128
00411.wav	 20171105b-3	 231504	 40
00412.wav	 20171105b-3	 231504	 120
00413.wav	 20171105b-3	 231504	 16
00414.wav	 20171105b-3	 231504	 114
00415.wav	 20171105b-3	 231504	 35
00416.wav	 20171105b-3	 231504	 26
00417.wav	 20171105b-3	 231504	 80
00418.wav	 20171105b-3	 231504	 79
00419.wav	 20171105b-3	 231504	 42
00420.wav	 20171105b-3	 231504	 69
00421.wav	 20171105b-3	 231504	 8
00422.wav	 20171105b-3	 231504	 84
00423.wav	 20171105b-3	 231504	 39
00424.wav	 20171105b-3	 231504	 93
00425.wav	 20171105b-3	 231504	 98
00426.wav	 20171105b-3	 231504	 85
00427.wav	 20171105b-3	 231504	 89
00428.wav	 20171105b-3	 231504	 100
00429.wav	 20171105b-3	 231504	 99
00430.wav	 20171105b-3	 231504	 18
00431.wav	 20171105b-3	 231504	 113
00432.wav	 20171105b-3	 231504	 90
00433.wav	 20171105b-3	 231504	 46
00434.wav	 20171105b-3	 231504	 47
00435.wav	 20171105b-3	 231504	 53
00436.wav	 20171105b-3	 231504	 33
00437.wav	 20171105b-3	 231504	 10
00438.wav	 20171105b-3	 231504	 77
00439.wav	 20171105b-3	 231504	 25
00440.wav	 20171105b-3	 231504	 103
00441.wav	 20171105b-3	 231504	 2
00442.wav	 20171105b-3	 231504	 118
00443.wav	 20171105b-3	 231504	 31
00444.wav	 20171105b-3	 231504	 29
00445.wav	 20171105b-3	 231504	 6
00446.wav	 20171105b-3	 231504	 67
00447.wav	 20171105b-3	 231504	 117
00448.wav	 20171105b-3	 231504	 27
00449.wav	 20171105b-3	 231504	 14
00450.wav	 20171105b-3	 231504	 95
00451.wav	 20171105b-3	 231504	 55
00452.wav	 20171105b-3	 231504	 70
00453.wav	 20171105b-3	 231504	 92
00454.wav	 20171105b-3	 231504	 51
00455.wav	 20171105b-3	 231504	 65
00456.wav	 20171105b-3	 231504	 97
00457.wav	 20171105b-3	 231504	 105
00458.wav	 20171105b-3	 231504	 19
00459.wav	 20171105b-3	 231504	 4
00460.wav	 20171105b-3	 231504	 94
00461.wav	 20171105b-3	 231504	 44
00462.wav	 20171105b-3	 231504	 123
00463.wav	 20171105b-3	 231504	 87
00464.wav	 20171105b-3	 231504	 121
00465.wav	 20171105b-3	 231504	 58
00466.wav	 20171105b-3	 231504	 64
00467.wav	 20171105b-3	 231504	 49
00468.wav	 20171105b-3	 231504	 50
00469.wav	 20171105b-3	 231504	 76
00470.wav	 20171105b-3	 231504	 124
00471.wav	 20171105b-3	 231504	 129
00472.wav	 20171105b-3	 231504	 11
00473.wav	 20171105b-3	 231504	 30
00474.wav	 20171105b-3	 231504	 82
00475.wav	 20171105b-3	 231504	 71
00476.wav	 20171105b-3	 231504	 1
00477.wav	 20171105b-3	 231504	 52
00478.wav	 20171105b-3	 231504	 37
00479.wav	 20171105b-3	 231504	 101
00480.wav	 20171105b-3	 231504	 96
00481.wav	 20171105b-3	 231504	 116
00482.wav	 20171105b-3	 231504	 66
00483.wav	 20171105b-3	 231504	 83
00484.wav	 20171105b-3	 231504	 112
00485.wav	 20171105b-3	 231504	 15
00486.wav	 20171105b-3	 231504	 54
00487.wav	 20171105b-3	 231504	 9
00488.wav	 20171106-4	 144640	 172
00489.wav	 20171106-4	 144640	 179
00490.wav	 20171106-4	 144640	 82
00491.wav	 20171106-4	 144640	 62
00492.wav	 20171106-4	 144640	 12
00493.wav	 20171106-4	 144640	 72
00494.wav	 20171106-4	 144640	 124
00495.wav	 20171106-4	 144640	 157
00496.wav	 20171106-4	 144640	 57
00497.wav	 20171106-4	 144640	 145
00498.wav	 20171106-4	 144640	 139
00499.wav	 20171106-4	 144640	 130
00500.wav	 20171106-4	 144640	 142
00501.wav	 20171106-4	 144640	 99
00502.wav	 20171106-4	 144640	 45
00503.wav	 20171106-4	 144640	 135
00504.wav	 20171106-4	 144640	 164
00505.wav	 20171106-4	 144640	 31
00506.wav	 20171106-4	 144640	 34
00507.wav	 20171106-4	 144640	 133
00508.wav	 20171106-4	 144640	 92
00509.wav	 20171106-4	 144640	 171
00510.wav	 20171106-4	 144640	 93
00511.wav	 20171106-4	 144640	 43
00512.wav	 20171106-4	 144640	 8
00513.wav	 20171106-4	 144640	 110
00514.wav	 20171106-4	 144640	 150
00515.wav	 20171106-4	 144640	 184
00516.wav	 20171106-4	 144640	 155
00517.wav	 20171106-4	 144640	 1
00518.wav	 20171106-4	 144640	 202
00519.wav	 20171106-4	 144640	 5
00520.wav	 20171106-4	 144640	 75
00521.wav	 20171106-4	 144640	 151
00522.wav	 20171106-4	 144640	 19
00523.wav	 20171106-4	 144640	 35
00524.wav	 20171106-4	 144640	 83
00525.wav	 20171106-4	 144640	 153
00526.wav	 20171106-4	 144640	 190
00527.wav	 20171106-4	 144640	 37
00528.wav	 20171106-4	 144640	 186
00529.wav	 20171106-4	 144640	 166
00530.wav	 20171106-4	 144640	 165
00531.wav	 20171106-4	 144640	 59
00532.wav	 20171106-4	 144640	 205
00533.wav	 20171106-4	 144640	 126
00534.wav	 20171106-4	 144640	 169
00535.wav	 20171106-4	 144640	 160
00536.wav	 20171106-4	 144640	 51
00537.wav	 20171106-4	 144640	 112
00538.wav	 20171106-4	 144640	 182
00539.wav	 20171106-4	 144640	 156
00540.wav	 20171106-4	 144640	 136
00541.wav	 20171106-4	 144640	 146
00542.wav	 20171106-4	 144640	 134
00543.wav	 20171106-4	 144640	 178
00544.wav	 20171106-4	 144640	 100
00545.wav	 20171106-4	 144640	 26
00546.wav	 20171106-4	 144640	 176
00547.wav	 20171106-4	 144640	 80
00548.wav	 20171106-4	 144640	 111
00549.wav	 20171106-4	 144640	 95
00550.wav	 20171106-4	 144640	 36
00551.wav	 20171106-4	 144640	 119
00552.wav	 20171106-4	 144640	 147
00553.wav	 20171106-4	 144640	 70
00554.wav	 20171106-4	 144640	 86
00555.wav	 20171106-4	 144640	 143
00556.wav	 20171106-4	 144640	 61
00557.wav	 20171106-4	 144640	 94
00558.wav	 20171106-4	 144640	 50
00559.wav	 20171106-4	 144640	 52
00560.wav	 20171106-4	 144640	 161
00561.wav	 20171106-4	 144640	 47
00562.wav	 20171106-4	 144640	 84
00563.wav	 20171106-4	 144640	 69
00564.wav	 20171106-4	 144640	 174
00565.wav	 20171106-4	 144640	 132
00566.wav	 20171106-4	 144640	 60
00567.wav	 20171106-4	 144640	 58
00568.wav	 20171106-4	 144640	 88
00569.wav	 20171106-4	 144640	 18
00570.wav	 20171106-4	 144640	 9
00571.wav	 20171106-4	 144640	 55
00572.wav	 20171106-4	 144640	 152
00573.wav	 20171106-4	 144640	 105
00574.wav	 20171106-4	 144640	 113
00575.wav	 20171106-4	 144640	 175
00576.wav	 20171106-4	 144640	 66
00577.wav	 20171106-4	 144640	 206
00578.wav	 20171106-4	 144640	 17
00579.wav	 20171106-4	 144640	 91
00580.wav	 20171106-4	 144640	 7
00581.wav	 20171106-4	 144640	 53
00582.wav	 20171106-4	 144640	 77
00583.wav	 20171106-4	 144640	 198
00584.wav	 20171106-4	 144640	 193
00585.wav	 20171106-4	 144640	 21
00586.wav	 20171106-4	 144640	 16
00587.wav	 20171106-4	 144640	 189
00588.wav	 20171106-4	 144640	 181
00589.wav	 20171106-4	 144640	 33
00590.wav	 20171106-4	 144640	 114
00591.wav	 20171106-4	 144640	 97
00592.wav	 20171106-4	 144640	 177
00593.wav	 20171106-4	 144640	 118
00594.wav	 20171106-4	 144640	 149
00595.wav	 20171106-4	 144640	 44
00596.wav	 20171106-4	 144640	 131
00597.wav	 20171106-4	 144640	 54
00598.wav	 20171106-4	 144640	 185
00599.wav	 20171106-4	 144640	 3
00600.wav	 20171106-4	 144640	 104
00601.wav	 20171106-4	 144640	 102
00602.wav	 20171106-4	 144640	 81
00603.wav	 20171106-4	 144640	 24
00604.wav	 20171106-4	 144640	 87
00605.wav	 20171106-4	 144640	 173
00606.wav	 20171106-4	 144640	 196
00607.wav	 20171106-4	 144640	 98
00608.wav	 20171106-4	 144640	 168
00609.wav	 20171106-4	 144640	 117
00610.wav	 20171106-4	 144640	 27
00611.wav	 20171106-4	 144640	 162
00612.wav	 20171106-4	 144640	 107
00613.wav	 20171106-4	 144640	 15
00614.wav	 20171106-4	 144640	 163
00615.wav	 20171106-4	 144640	 125
00616.wav	 20171106-4	 144640	 203
00617.wav	 20171106-4	 144640	 74
00618.wav	 20171106-4	 144640	 121
00619.wav	 20171106-4	 144640	 25
00620.wav	 20171106-4	 144640	 67
00621.wav	 20171106-4	 144640	 2
00622.wav	 20171106-4	 144640	 68
00623.wav	 20171106-4	 144640	 41
00624.wav	 20171106-4	 144640	 64
00625.wav	 20171106-4	 144640	 170
00626.wav	 20171106-4	 144640	 63
00627.wav	 20171106-4	 144640	 71
00628.wav	 20171106-4	 144640	 120
00629.wav	 20171106-4	 144640	 191
00630.wav	 20171106-4	 144640	 144
00631.wav	 20171106-4	 144640	 159
00632.wav	 20171106-4	 144640	 49
00633.wav	 20171106-4	 144640	 23
00634.wav	 20171106-4	 144640	 4
00635.wav	 20171106-4	 144640	 38
00636.wav	 20171106-4	 144640	 204
00637.wav	 20171106-4	 144640	 89
00638.wav	 20171106-4	 144640	 56
00639.wav	 20171106-4	 144640	 192
00640.wav	 20171106-4	 144640	 109
00641.wav	 20171106-4	 144640	 85
00642.wav	 20171106-4	 144640	 122
00643.wav	 20171106-4	 144640	 199
00644.wav	 20171106-4	 144640	 116
00645.wav	 20171106-4	 144640	 101
00646.wav	 20171106-4	 144640	 197
00647.wav	 20171106-4	 144640	 42
00648.wav	 20171106-4	 144640	 138
00649.wav	 20171106-4	 144640	 46
00650.wav	 20171106-4	 144640	 48
00651.wav	 20171106-4	 144640	 65
00652.wav	 20171106-4	 144640	 148
00653.wav	 20171106-4	 144640	 194
00654.wav	 20171106-4	 144640	 195
00655.wav	 20171106-4	 144640	 115
00656.wav	 20171106-4	 144640	 129
00657.wav	 20171106-4	 144640	 40
00658.wav	 20171106-4	 144640	 167
00659.wav	 20171106-4	 144640	 22
00660.wav	 20171106-4	 144640	 127
00661.wav	 20171106-4	 144640	 28
00662.wav	 20171106-4	 144640	 123
00663.wav	 20171106-4	 144640	 10
00664.wav	 20171106-4	 144640	 20
00665.wav	 20171106-4	 144640	 39
00666.wav	 20171106-4	 144640	 183
00667.wav	 20171106-4	 144640	 158
00668.wav	 20171106-4	 144640	 6
00669.wav	 20171106-4	 144640	 200
00670.wav	 20171106-4	 144640	 96
00671.wav	 20171106-4	 144640	 14
00672.wav	 20171106-4	 144640	 180
00673.wav	 20171106-4	 144640	 29
00674.wav	 20171106-4	 144640	 128
00675.wav	 20171106-4	 144640	 141
00676.wav	 20171106-4	 144640	 78
00677.wav	 20171106-4	 144640	 137
00678.wav	 20171106-4	 144640	 76
00679.wav	 20171106-4	 144640	 103
00680.wav	 20171106-4	 144640	 73
00681.wav	 20171106-4	 144640	 108
00682.wav	 20171106-4	 144640	 154
00683.wav	 20171106-4	 144640	 13
00684.wav	 20171106-4	 144640	 188
00685.wav	 20171106-4	 144640	 32
00686.wav	 20171106-4	 144640	 30
00687.wav	 20171106-4	 144640	 201
00688.wav	 20171106-4	 144640	 11
00689.wav	 20171106-4	 144640	 106
