Generated_File_Name 	Parent_Folder 	Original_File_Name 	Segment_Index
00060.wav	 20160511-2	 2	 5
00061.wav	 20160511-2	 2	 14
00062.wav	 20160511-2	 2	 11
00063.wav	 20160511-2	 2	 29
00064.wav	 20160511-2	 2	 10
00065.wav	 20160511-2	 2	 1
00066.wav	 20160511-2	 2	 27
00067.wav	 20160511-2	 2	 15
00068.wav	 20160511-2	 2	 7
00069.wav	 20160511-2	 2	 13
00070.wav	 20160511-2	 2	 21
00071.wav	 20160511-2	 2	 22
00072.wav	 20160511-2	 2	 17
00073.wav	 20160511-2	 2	 6
00074.wav	 20160511-2	 2	 20
00075.wav	 20160511-2	 2	 25
00076.wav	 20160511-2	 2	 23
00077.wav	 20160511-2	 2	 12
00078.wav	 20160511-2	 2	 28
00079.wav	 20160511-2	 2	 26
00080.wav	 20160511-2	 2	 18
00081.wav	 20160511-2	 2	 24
00082.wav	 20160511-2	 2	 30
00083.wav	 20160511-2	 2	 16
00084.wav	 20160511-2	 2	 3
00085.wav	 20160511-2	 2	 19
00086.wav	 20160515-3	 020119	 18
00087.wav	 20160515-3	 020119	 67
00088.wav	 20160515-3	 020119	 43
00089.wav	 20160515-3	 020119	 62
00090.wav	 20160515-3	 020119	 8
00091.wav	 20160515-3	 020119	 6
00092.wav	 20160515-3	 020119	 46
00093.wav	 20160515-3	 020119	 63
00094.wav	 20160515-3	 020119	 36
00095.wav	 20160515-3	 020119	 71
00096.wav	 20160515-3	 020119	 26
00097.wav	 20160515-3	 020119	 40
00098.wav	 20160515-3	 020119	 56
00099.wav	 20160515-3	 020119	 5
00100.wav	 20160515-3	 020119	 19
00101.wav	 20160515-3	 020119	 9
00102.wav	 20160515-3	 020119	 41
00103.wav	 20160515-3	 020119	 76
00104.wav	 20160515-3	 020119	 44
00105.wav	 20160515-3	 020119	 1
00106.wav	 20160515-3	 020119	 74
00107.wav	 20160515-3	 020119	 3
00108.wav	 20160515-3	 020119	 50
00109.wav	 20160515-3	 020119	 38
00110.wav	 20160515-3	 020119	 2
00111.wav	 20160515-3	 020119	 35
00112.wav	 20160515-3	 020119	 28
00113.wav	 20160515-3	 020119	 22
00114.wav	 20160515-3	 020119	 55
00115.wav	 20160515-3	 020119	 20
00116.wav	 20160515-3	 020119	 57
00117.wav	 20160515-3	 020119	 32
00118.wav	 20160515-3	 020119	 65
00119.wav	 20160515-3	 020119	 70
00120.wav	 20160515-3	 020119	 54
00121.wav	 20160515-3	 020119	 58
00122.wav	 20160515-3	 020119	 49
00123.wav	 20160515-3	 020119	 27
00124.wav	 20160515-3	 020119	 75
00125.wav	 20160515-3	 020119	 37
00126.wav	 20160515-3	 020119	 42
00127.wav	 20160515-3	 020119	 17
00128.wav	 20160515-3	 020119	 66
00129.wav	 20160515-3	 020119	 21
00130.wav	 20160515-3	 020119	 64
00131.wav	 20160515-3	 020119	 68
00132.wav	 20160515-3	 020119	 24
00133.wav	 20160515-3	 020119	 13
00134.wav	 20160515-3	 020119	 10
00135.wav	 20160515-3	 020119	 47
00136.wav	 20160515-3	 020119	 61
00137.wav	 20160515-3	 020119	 69
00138.wav	 20160515-3	 020119	 45
00139.wav	 20160515-3	 020119	 53
00140.wav	 20160515-3	 020119	 23
00141.wav	 20160515-3	 020119	 15
00142.wav	 20160515-3	 020119	 7
00143.wav	 20160515-3	 020119	 11
00144.wav	 20160515-3	 020119	 60
00145.wav	 20160515-3	 020119	 33
00146.wav	 20160515-3	 020119	 72
00147.wav	 20160515-3	 020119	 51
00148.wav	 20160515-3	 020119	 25
00149.wav	 20160515-3	 020119	 16
00150.wav	 20160515-3	 020119	 73
00151.wav	 20160515-3	 020119	 39
00152.wav	 20160515-3	 020119	 59
00153.wav	 20160515-3	 020119	 14
00154.wav	 20160515-3	 020119	 48
00155.wav	 20160515-3	 020119	 12
00156.wav	 20160515-3	 020119	 31
00157.wav	 20160515-3	 020119	 34
00158.wav	 20160515-3	 020119	 30
00159.wav	 20160515-3	 020119	 52
00160.wav	 20160515-3	 020119	 4
00161.wav	 20160515-3	 020119	 29
00162.wav	 20160516-4	 134837	 51
00163.wav	 20160516-4	 134837	 41
00164.wav	 20160516-4	 134837	 3
00165.wav	 20160516-4	 134837	 38
00166.wav	 20160516-4	 134837	 48
00167.wav	 20160516-4	 134837	 19
00168.wav	 20160516-4	 134837	 9
00169.wav	 20160516-4	 134837	 29
00170.wav	 20160516-4	 134837	 16
00171.wav	 20160516-4	 134837	 13
00172.wav	 20160516-4	 134837	 15
00173.wav	 20160516-4	 134837	 1
00174.wav	 20160516-4	 134837	 4
00175.wav	 20160516-4	 134837	 23
00176.wav	 20160516-4	 134837	 12
00177.wav	 20160516-4	 134837	 34
00178.wav	 20160516-4	 134837	 17
00179.wav	 20160516-4	 134837	 36
00180.wav	 20160516-4	 134837	 47
00181.wav	 20160516-4	 134837	 27
00182.wav	 20160516-4	 134837	 18
00183.wav	 20160516-4	 134837	 54
00184.wav	 20160516-4	 134837	 31
00185.wav	 20160516-4	 134837	 46
00186.wav	 20160516-4	 134837	 28
00187.wav	 20160516-4	 134837	 55
00188.wav	 20160516-4	 134837	 21
00189.wav	 20160516-4	 134837	 6
00190.wav	 20160516-4	 134837	 7
00191.wav	 20160516-4	 134837	 35
00192.wav	 20160516-4	 134837	 14
00193.wav	 20160516-4	 134837	 53
00194.wav	 20160516-4	 134837	 25
00195.wav	 20160516-4	 134837	 32
00196.wav	 20160516-4	 134837	 52
00197.wav	 20160516-4	 134837	 20
00198.wav	 20160516-4	 134837	 44
00199.wav	 20160516-4	 134837	 33
00200.wav	 20160516-4	 134837	 26
00201.wav	 20160516-4	 134837	 40
00202.wav	 20160516-4	 134837	 37
00203.wav	 20160516-4	 134837	 2
00204.wav	 20160516-4	 134837	 43
00205.wav	 20160516-4	 134837	 50
00206.wav	 20160516-4	 134837	 10
00207.wav	 20160516-4	 134837	 30
00208.wav	 20160516-4	 134837	 45
00209.wav	 20160516-4	 134837	 42
00210.wav	 20160516-4	 134837	 11
00211.wav	 20160516-4	 134837	 24
00212.wav	 20160516-4	 134837	 8
00213.wav	 20160516-4	 134837	 5
00214.wav	 20160516-4	 134837	 22
00215.wav	 20160516-4	 134837	 39
00216.wav	 20160516-4	 134837	 49
00217.wav	 20160519-5	 5	 3
00218.wav	 20160519-5	 5	 6
00219.wav	 20160519-5	 5	 5
00220.wav	 20160519-5	 5	 1
00221.wav	 20160519-5	 5	 4
00222.wav	 20160519-5	 5	 2
00223.wav	 20160519-5	 5	 7
00224.wav	 20160519-5	 5	 8
00225.wav	 20160519-5	 5	 9
00226.wav	 20160526-6	 6	 17
00227.wav	 20160526-6	 6	 11
00228.wav	 20160526-6	 6	 14
00229.wav	 20160526-6	 6	 29
00230.wav	 20160526-6	 6	 30
00231.wav	 20160526-6	 6	 33
00232.wav	 20160526-6	 6	 1
00233.wav	 20160526-6	 6	 18
00234.wav	 20160526-6	 6	 34
00235.wav	 20160526-6	 6	 19
00236.wav	 20160526-6	 6	 22
00237.wav	 20160526-6	 6	 25
00238.wav	 20160526-6	 6	 7
00239.wav	 20160526-6	 6	 4
00240.wav	 20160526-6	 6	 13
00241.wav	 20160526-6	 6	 31
00242.wav	 20160526-6	 6	 20
00243.wav	 20160526-6	 6	 26
00244.wav	 20160526-6	 6	 9
00245.wav	 20160526-6	 6	 23
00246.wav	 20160526-6	 6	 3
00247.wav	 20160526-6	 6	 2
00248.wav	 20160526-6	 6	 8
00249.wav	 20160526-6	 6	 32
00250.wav	 20160526-6	 6	 6
00251.wav	 20160526-6	 6	 16
00252.wav	 20160526-6	 6	 12
00253.wav	 20160526-6	 6	 28
00254.wav	 20160526-6	 6	 5
00255.wav	 20160526-6	 6	 27
00256.wav	 20160526-6	 6	 21
00257.wav	 20160526-6	 6	 15
00258.wav	 20160526-6	 6	 24
00259.wav	 20160526-6	 6	 10
00260.wav	 20160531-7	 142749	 65
00261.wav	 20160531-7	 142749	 64
00262.wav	 20160531-7	 142749	 100
00263.wav	 20160531-7	 142749	 84
00264.wav	 20160531-7	 142749	 7
00265.wav	 20160531-7	 142749	 27
00266.wav	 20160531-7	 142749	 99
00267.wav	 20160531-7	 142749	 5
00268.wav	 20160531-7	 142749	 67
00269.wav	 20160531-7	 142749	 31
00270.wav	 20160531-7	 142749	 50
00271.wav	 20160531-7	 142749	 80
00272.wav	 20160531-7	 142749	 3
00273.wav	 20160531-7	 142749	 96
00274.wav	 20160531-7	 142749	 83
00275.wav	 20160531-7	 142749	 98
00276.wav	 20160531-7	 142749	 56
00277.wav	 20160531-7	 142749	 59
00278.wav	 20160531-7	 142749	 40
00279.wav	 20160531-7	 142749	 78
00280.wav	 20160531-7	 142749	 43
00281.wav	 20160531-7	 142749	 53
00282.wav	 20160531-7	 142749	 85
00283.wav	 20160531-7	 142749	 93
00284.wav	 20160531-7	 142749	 35
00285.wav	 20160531-7	 142749	 49
00286.wav	 20160531-7	 142749	 52
00287.wav	 20160531-7	 142749	 73
00288.wav	 20160531-7	 142749	 36
00289.wav	 20160531-7	 142749	 89
00290.wav	 20160531-7	 142749	 47
00291.wav	 20160531-7	 142749	 62
00292.wav	 20160531-7	 142749	 1
00293.wav	 20160531-7	 142749	 12
00294.wav	 20160531-7	 142749	 46
00295.wav	 20160531-7	 142749	 51
00296.wav	 20160531-7	 142749	 34
00297.wav	 20160531-7	 142749	 42
00298.wav	 20160531-7	 142749	 90
00299.wav	 20160531-7	 142749	 25
00300.wav	 20160531-7	 142749	 10
00301.wav	 20160531-7	 142749	 2
00302.wav	 20160531-7	 142749	 17
00303.wav	 20160531-7	 142749	 48
00304.wav	 20160531-7	 142749	 19
00305.wav	 20160531-7	 142749	 41
00306.wav	 20160531-7	 142749	 94
00307.wav	 20160531-7	 142749	 63
00308.wav	 20160531-7	 142749	 86
00309.wav	 20160531-7	 142749	 23
00310.wav	 20160531-7	 142749	 75
00311.wav	 20160531-7	 142749	 30
00312.wav	 20160531-7	 142749	 21
00313.wav	 20160531-7	 142749	 58
00314.wav	 20160531-7	 142749	 37
00315.wav	 20160531-7	 142749	 14
00316.wav	 20160531-7	 142749	 88
00317.wav	 20160531-7	 142749	 11
00318.wav	 20160531-7	 142749	 15
00319.wav	 20160531-7	 142749	 20
00320.wav	 20160531-7	 142749	 92
00321.wav	 20160531-7	 142749	 54
00322.wav	 20160531-7	 142749	 61
00323.wav	 20160531-7	 142749	 76
00324.wav	 20160531-7	 142749	 68
00325.wav	 20160531-7	 142749	 38
00326.wav	 20160531-7	 142749	 60
00327.wav	 20160531-7	 142749	 71
00328.wav	 20160531-7	 142749	 22
00329.wav	 20160531-7	 142749	 33
00330.wav	 20160531-7	 142749	 29
00331.wav	 20160531-7	 142749	 4
00332.wav	 20160531-7	 142749	 44
00333.wav	 20160531-7	 142749	 13
00334.wav	 20160531-7	 142749	 69
00335.wav	 20160531-7	 142749	 87
00336.wav	 20160531-7	 142749	 8
00337.wav	 20160531-7	 142749	 24
00338.wav	 20160531-7	 142749	 70
00339.wav	 20160531-7	 142749	 45
00340.wav	 20160531-7	 142749	 66
00341.wav	 20160531-7	 142749	 97
00342.wav	 20160531-7	 142749	 32
00343.wav	 20160531-7	 142749	 91
00344.wav	 20160531-7	 142749	 16
00345.wav	 20160531-7	 142749	 9
00346.wav	 20160531-7	 142749	 39
00347.wav	 20160531-7	 142749	 18
00348.wav	 20160531-7	 142749	 95
00349.wav	 20160531-7	 142749	 6
00350.wav	 20160531-7	 142749	 57
00351.wav	 20160531-7	 142749	 26
00352.wav	 20160531-7	 142749	 81
00353.wav	 20160531-7	 142749	 77
00354.wav	 20160531-7	 142749	 72
00355.wav	 20160531-7	 142749	 55
00356.wav	 20160531-7	 142749	 82
00357.wav	 20160531-7	 142749	 79
00358.wav	 20160531-7	 142749	 74
00359.wav	 20160531-7	 142749	 28
00360.wav	 20160601-8	 8	 1
00361.wav	 20160601-8	 8	 4
00362.wav	 20160601-8	 8	 8
00363.wav	 20160601-8	 8	 7
00364.wav	 20160601-8	 8	 5
00365.wav	 20160601-8	 8	 3
00366.wav	 20160601-8	 8	 2
00367.wav	 20160601-8	 8	 6
00368.wav	 20160602-9	 9	 1
00369.wav	 20160602-9	 9	 3
00370.wav	 20160602-9	 9	 2
00371.wav	 20160602a-10	 10	 3
00372.wav	 20160602a-10	 10	 5
00373.wav	 20160602a-10	 10	 1
00374.wav	 20160602a-10	 10	 6
00375.wav	 20160602a-10	 10	 4
00376.wav	 20160602a-10	 10	 2
00377.wav	 20160604-11	 171238	 61
00378.wav	 20160604-11	 171238	 53
00379.wav	 20160604-11	 171238	 51
00380.wav	 20160604-11	 171238	 43
00381.wav	 20160604-11	 171238	 37
00382.wav	 20160604-11	 171238	 57
00383.wav	 20160604-11	 171238	 49
00384.wav	 20160604-11	 171238	 54
00385.wav	 20160604-11	 171238	 55
00386.wav	 20160604-11	 171238	 39
00387.wav	 20160604-11	 171238	 38
00388.wav	 20160604-11	 171238	 46
00389.wav	 20160604-11	 171238	 47
00390.wav	 20160604-11	 171238	 59
00391.wav	 20160604-11	 171238	 58
00392.wav	 20160604-11	 171238	 52
00393.wav	 20160604-11	 171238	 35
00394.wav	 20160604-11	 171238	 41
00395.wav	 20160604-11	 171238	 40
00396.wav	 20160604-11	 171238	 36
00397.wav	 20160604-11	 171238	 44
00398.wav	 20160604-11	 171238	 42
00399.wav	 20160604-11	 171238	 48
00400.wav	 20160604-11	 171238	 45
00401.wav	 20160604-11	 171238	 60
00402.wav	 20160604-11	 171238	 56
00403.wav	 20160604-11	 171238	 50
00404.wav	 20160612-12	 12	 3
00405.wav	 20160612-12	 12	 5
00406.wav	 20160612-12	 12	 6
00407.wav	 20160612-12	 12	 4
00408.wav	 20160612-12	 12	 2
00409.wav	 20160612-12	 12	 1
00410.wav	 20160613-13	 13	 26
00411.wav	 20160613-13	 13	 28
00412.wav	 20160613-13	 13	 25
00413.wav	 20160613-13	 13	 21
00414.wav	 20160613-13	 13	 20
00415.wav	 20160613-13	 13	 22
00416.wav	 20160613-13	 13	 29
00417.wav	 20160613-13	 13	 24
00418.wav	 20160613-13	 13	 30
00419.wav	 20160613-13	 13	 31
00420.wav	 20160613-13	 13	 27
00421.wav	 20160613-13	 13	 23
00422.wav	 20160615-14	 14	 2
00423.wav	 20160615-14	 14	 4
00424.wav	 20160615-14	 14	 5
00425.wav	 20160615-14	 14	 1
00426.wav	 20160615-14	 14	 3
00427.wav	 20160616-15	 214515	 42
00428.wav	 20160616-15	 214515	 80
00429.wav	 20160616-15	 214515	 26
00430.wav	 20160616-15	 214515	 41
00431.wav	 20160616-15	 214515	 60
00432.wav	 20160616-15	 214515	 13
00433.wav	 20160616-15	 214515	 14
00434.wav	 20160616-15	 214515	 30
00435.wav	 20160616-15	 214515	 62
00436.wav	 20160616-15	 214515	 46
00437.wav	 20160616-15	 214515	 52
00438.wav	 20160616-15	 214515	 58
00439.wav	 20160616-15	 214515	 10
00440.wav	 20160616-15	 214515	 61
00441.wav	 20160616-15	 214515	 45
00442.wav	 20160616-15	 214515	 17
00443.wav	 20160616-15	 214515	 40
00444.wav	 20160616-15	 214515	 50
00445.wav	 20160616-15	 214515	 49
00446.wav	 20160616-15	 214515	 51
00447.wav	 20160616-15	 214515	 3
00448.wav	 20160616-15	 214515	 63
00449.wav	 20160616-15	 214515	 35
00450.wav	 20160616-15	 214515	 12
00451.wav	 20160616-15	 214515	 43
00452.wav	 20160616-15	 214515	 73
00453.wav	 20160616-15	 214515	 23
00454.wav	 20160616-15	 214515	 68
00455.wav	 20160616-15	 214515	 78
00456.wav	 20160616-15	 214515	 24
00457.wav	 20160616-15	 214515	 4
00458.wav	 20160616-15	 214515	 59
00459.wav	 20160616-15	 214515	 20
00460.wav	 20160616-15	 214515	 27
00461.wav	 20160616-15	 214515	 70
00462.wav	 20160616-15	 214515	 25
00463.wav	 20160616-15	 214515	 22
00464.wav	 20160616-15	 214515	 2
00465.wav	 20160616-15	 214515	 69
00466.wav	 20160616-15	 214515	 54
00467.wav	 20160616-15	 214515	 32
00468.wav	 20160616-15	 214515	 1
00469.wav	 20160616-15	 214515	 7
00470.wav	 20160616-15	 214515	 55
00471.wav	 20160616-15	 214515	 66
00472.wav	 20160616-15	 214515	 75
00473.wav	 20160616-15	 214515	 16
00474.wav	 20160616-15	 214515	 44
00475.wav	 20160616-15	 214515	 37
00476.wav	 20160616-15	 214515	 28
00477.wav	 20160616-15	 214515	 47
00478.wav	 20160616-15	 214515	 29
00479.wav	 20160616-15	 214515	 31
00480.wav	 20160616-15	 214515	 11
00481.wav	 20160616-15	 214515	 19
00482.wav	 20160616-15	 214515	 56
00483.wav	 20160616-15	 214515	 8
00484.wav	 20160616-15	 214515	 39
00485.wav	 20160616-15	 214515	 18
00486.wav	 20160616-15	 214515	 33
00487.wav	 20160616-15	 214515	 21
00488.wav	 20160616-15	 214515	 71
00489.wav	 20160616-15	 214515	 9
00490.wav	 20160616-15	 214515	 53
00491.wav	 20160616-15	 214515	 74
00492.wav	 20160616-15	 214515	 76
00493.wav	 20160616-15	 214515	 64
00494.wav	 20160616-15	 214515	 34
00495.wav	 20160616-15	 214515	 67
00496.wav	 20160616-15	 214515	 6
00497.wav	 20160616-15	 214515	 5
00498.wav	 20160616-15	 214515	 77
00499.wav	 20160616-15	 214515	 57
00500.wav	 20160616-15	 214515	 65
00501.wav	 20160616-15	 214515	 38
00502.wav	 20160616-15	 214515	 79
00503.wav	 20160616-15	 214515	 15
00504.wav	 20160616-15	 214515	 72
00505.wav	 20160616-15	 214515	 36
00506.wav	 20160616-15	 214515	 48
00507.wav	 20160617-16	 225229	 27
00508.wav	 20160617-16	 225229	 53
00509.wav	 20160617-16	 225229	 20
00510.wav	 20160617-16	 225229	 46
00511.wav	 20160617-16	 225229	 34
00512.wav	 20160617-16	 225229	 63
00513.wav	 20160617-16	 225229	 52
00514.wav	 20160617-16	 225229	 49
00515.wav	 20160617-16	 225229	 21
00516.wav	 20160617-16	 225229	 72
00517.wav	 20160617-16	 225229	 85
00518.wav	 20160617-16	 225229	 55
00519.wav	 20160617-16	 225229	 32
00520.wav	 20160617-16	 225229	 3
00521.wav	 20160617-16	 225229	 87
00522.wav	 20160617-16	 225229	 14
00523.wav	 20160617-16	 225229	 101
00524.wav	 20160617-16	 225229	 75
00525.wav	 20160617-16	 225229	 43
00526.wav	 20160617-16	 225229	 22
00527.wav	 20160617-16	 225229	 37
00528.wav	 20160617-16	 225229	 5
00529.wav	 20160617-16	 225229	 19
00530.wav	 20160617-16	 225229	 33
00531.wav	 20160617-16	 225229	 91
00532.wav	 20160617-16	 225229	 62
00533.wav	 20160617-16	 225229	 8
00534.wav	 20160617-16	 225229	 92
00535.wav	 20160617-16	 225229	 45
00536.wav	 20160617-16	 225229	 4
00537.wav	 20160617-16	 225229	 36
00538.wav	 20160617-16	 225229	 54
00539.wav	 20160617-16	 225229	 64
00540.wav	 20160617-16	 225229	 35
00541.wav	 20160617-16	 225229	 25
00542.wav	 20160617-16	 225229	 89
00543.wav	 20160617-16	 225229	 39
00544.wav	 20160617-16	 225229	 83
00545.wav	 20160617-16	 225229	 50
00546.wav	 20160617-16	 225229	 29
00547.wav	 20160617-16	 225229	 81
00548.wav	 20160617-16	 225229	 66
00549.wav	 20160617-16	 225229	 65
00550.wav	 20160617-16	 225229	 1
00551.wav	 20160617-16	 225229	 6
00552.wav	 20160617-16	 225229	 68
00553.wav	 20160617-16	 225229	 90
00554.wav	 20160617-16	 225229	 96
00555.wav	 20160617-16	 225229	 9
00556.wav	 20160617-16	 225229	 70
00557.wav	 20160617-16	 225229	 98
00558.wav	 20160617-16	 225229	 41
00559.wav	 20160617-16	 225229	 15
00560.wav	 20160617-16	 225229	 77
00561.wav	 20160617-16	 225229	 18
00562.wav	 20160617-16	 225229	 79
00563.wav	 20160617-16	 225229	 60
00564.wav	 20160617-16	 225229	 61
00565.wav	 20160617-16	 225229	 40
00566.wav	 20160617-16	 225229	 78
00567.wav	 20160617-16	 225229	 93
00568.wav	 20160617-16	 225229	 16
00569.wav	 20160617-16	 225229	 82
00570.wav	 20160617-16	 225229	 51
00571.wav	 20160617-16	 225229	 88
00572.wav	 20160617-16	 225229	 44
00573.wav	 20160617-16	 225229	 99
00574.wav	 20160617-16	 225229	 67
00575.wav	 20160617-16	 225229	 80
00576.wav	 20160617-16	 225229	 12
00577.wav	 20160617-16	 225229	 73
00578.wav	 20160617-16	 225229	 17
00579.wav	 20160617-16	 225229	 7
00580.wav	 20160617-16	 225229	 11
00581.wav	 20160617-16	 225229	 42
00582.wav	 20160617-16	 225229	 23
00583.wav	 20160617-16	 225229	 86
00584.wav	 20160617-16	 225229	 28
00585.wav	 20160617-16	 225229	 47
00586.wav	 20160617-16	 225229	 31
00587.wav	 20160617-16	 225229	 95
00588.wav	 20160617-16	 225229	 71
00589.wav	 20160617-16	 225229	 2
00590.wav	 20160617-16	 225229	 100
00591.wav	 20160617-16	 225229	 24
00592.wav	 20160617-16	 225229	 84
00593.wav	 20160617-16	 225229	 76
00594.wav	 20160617-16	 225229	 38
00595.wav	 20160617-16	 225229	 58
00596.wav	 20160617-16	 225229	 57
00597.wav	 20160617-16	 225229	 69
00598.wav	 20160617-16	 225229	 13
00599.wav	 20160617-16	 225229	 94
00600.wav	 20160617-16	 225229	 10
00601.wav	 20160617-16	 225229	 97
00602.wav	 20160617-16	 225229	 56
00603.wav	 20160617-16	 225229	 48
00604.wav	 20160617-16	 225229	 30
00605.wav	 20160617-16	 225229	 74
00606.wav	 20160617-16	 225229	 59
00607.wav	 20160617-16	 225229	 26
00608.wav	 20160619-17	 173821	 56
00609.wav	 20160619-17	 173821	 33
00610.wav	 20160619-17	 173821	 58
00611.wav	 20160619-17	 173821	 54
00612.wav	 20160619-17	 173821	 22
00613.wav	 20160619-17	 173821	 15
00614.wav	 20160619-17	 173821	 53
00615.wav	 20160619-17	 173821	 1
00616.wav	 20160619-17	 173821	 20
00617.wav	 20160619-17	 173821	 26
00618.wav	 20160619-17	 173821	 12
00619.wav	 20160619-17	 173821	 60
00620.wav	 20160619-17	 173821	 57
00621.wav	 20160619-17	 173821	 16
00622.wav	 20160619-17	 173821	 39
00623.wav	 20160619-17	 173821	 6
00624.wav	 20160619-17	 173821	 65
00625.wav	 20160619-17	 173821	 27
00626.wav	 20160619-17	 173821	 7
00627.wav	 20160619-17	 173821	 34
00628.wav	 20160619-17	 173821	 14
00629.wav	 20160619-17	 173821	 49
00630.wav	 20160619-17	 173821	 46
00631.wav	 20160619-17	 173821	 13
00632.wav	 20160619-17	 173821	 3
00633.wav	 20160619-17	 173821	 64
00634.wav	 20160619-17	 173821	 42
00635.wav	 20160619-17	 173821	 71
00636.wav	 20160619-17	 173821	 29
00637.wav	 20160619-17	 173821	 72
00638.wav	 20160619-17	 173821	 35
00639.wav	 20160619-17	 173821	 30
00640.wav	 20160619-17	 173821	 8
00641.wav	 20160619-17	 173821	 21
00642.wav	 20160619-17	 173821	 9
00643.wav	 20160619-17	 173821	 44
00644.wav	 20160619-17	 173821	 55
00645.wav	 20160619-17	 173821	 11
00646.wav	 20160619-17	 173821	 10
00647.wav	 20160619-17	 173821	 23
00648.wav	 20160619-17	 173821	 66
00649.wav	 20160619-17	 173821	 38
00650.wav	 20160619-17	 173821	 4
00651.wav	 20160619-17	 173821	 50
00652.wav	 20160619-17	 173821	 43
00653.wav	 20160619-17	 173821	 36
00654.wav	 20160619-17	 173821	 62
00655.wav	 20160619-17	 173821	 28
00656.wav	 20160619-17	 173821	 19
00657.wav	 20160619-17	 173821	 59
00658.wav	 20160619-17	 173821	 63
00659.wav	 20160619-17	 173821	 24
00660.wav	 20160619-17	 173821	 2
00661.wav	 20160619-17	 173821	 70
00662.wav	 20160619-17	 173821	 67
00663.wav	 20160619-17	 173821	 68
00664.wav	 20160619-17	 173821	 31
00665.wav	 20160619-17	 173821	 47
00666.wav	 20160619-17	 173821	 48
00667.wav	 20160619-17	 173821	 69
00668.wav	 20160619-17	 173821	 52
00669.wav	 20160619-17	 173821	 41
00670.wav	 20160619-17	 173821	 18
00671.wav	 20160619-17	 173821	 25
00672.wav	 20160619-17	 173821	 51
00673.wav	 20160619-17	 173821	 5
00674.wav	 20160619-17	 173821	 40
00675.wav	 20160619-17	 173821	 61
00676.wav	 20160619-17	 173821	 37
00677.wav	 20160619-17	 173821	 32
00678.wav	 20160619-17	 173821	 45
00679.wav	 20160619-17	 173821	 17
00680.wav	 20160619a-18	 18	 10
00681.wav	 20160619a-18	 18	 1
00682.wav	 20160619a-18	 18	 4
00683.wav	 20160619a-18	 18	 12
00684.wav	 20160619a-18	 18	 11
00685.wav	 20160619a-18	 18	 6
00686.wav	 20160619a-18	 18	 5
00687.wav	 20160619a-18	 18	 9
00688.wav	 20160619a-18	 18	 8
00689.wav	 20160619a-18	 18	 2
00690.wav	 20160619a-18	 18	 7
00691.wav	 20160619a-18	 18	 3
00692.wav	 20160619a-18	 18	 13
00693.wav	 20160625-19	 19	 2
00694.wav	 20160625-19	 19	 1
00695.wav	 20160702-20	 20	 14
00696.wav	 20160702-20	 20	 8
00697.wav	 20160702-20	 20	 2
00698.wav	 20160702-20	 20	 15
00699.wav	 20160702-20	 20	 6
00700.wav	 20160702-20	 20	 1
00701.wav	 20160702-20	 20	 12
00702.wav	 20160702-20	 20	 19
