class_id	class_name	raw_relative_path	split	single_slices	multi_target_eligible_slices
1	Tanker	Tanker/20160515-3/020119.wav	Train	76	75
1	Tanker	Tanker/20160516-4/134837.wav	Train	55	54
1	Tanker	Tanker/20160519-5/5.wav	Train	9	8
1	Tanker	Tanker/20160526-6/6.wav	Train	34	33
1	Tanker	Tanker/20160531-7/142749.wav	Train	100	99
1	Tanker	Tanker/20160601-8/8.wav	Train	8	7
1	Tanker	Tanker/20160602-9/9.wav	Train	3	2
1	Tanker	Tanker/20160602a-10/10.wav	Val	6	4
1	Tanker	Tanker/20160604-11/171238.wav	Train	74	73
1	Tanker	Tanker/20160612-12/12.wav	Val	6	5
1	Tanker	Tanker/20160613-13/13.wav	Train	31	30
1	Tanker	Tanker/20160615-14/14.wav	Train	5	3
1	Tanker	Tanker/20160616-15/214515.wav	Test	80	79
1	Tanker	Tanker/20160617-16/225229.wav	Train	101	100
1	Tanker	Tanker/20160619-17/173821.wav	Val	72	70
1	Tanker	Tanker/20160619a-18/18.wav	Train	13	12
1	Tanker	Tanker/20160625-19/19.wav	Train	2	1
1	Tanker	Tanker/20160702-20/20.wav	Train	20	19
1	Tanker	Tanker/20160703-21/21.wav	Train	3	2
1	Tanker	Tanker/20160704-22/111311.wav	Train	81	79
1	Tanker	Tanker/20160710-23/104049.wav	Train	74	72
1	Tanker	Tanker/20160710a-24/24.wav	Val	4	3
1	Tanker	Tanker/20160714-25/111759.wav	Train	102	101
1	Tanker	Tanker/20160714a-26/141202.wav	Val	69	68
1	Tanker	Tanker/20160724-27/025459.wav	Train	70	69
1	Tanker	Tanker/20160808-28/203415.wav	Train	78	76
1	Tanker	Tanker/20160810-29/29.wav	Train	21	20
1	Tanker	Tanker/20160810a-30/30.wav	Train	6	5
1	Tanker	Tanker/20160823-31/041452.wav	Train	61	60
1	Tanker	Tanker/20160829-32/32.wav	Train	7	6
1	Tanker	Tanker/20160831-33/33.wav	Train	3	2
1	Tanker	Tanker/20160904-34/005747.wav	Val	51	50
1	Tanker	Tanker/20160906-35/35.wav	Train	3	2
1	Tanker	Tanker/20160907-36/094356.wav	Val	93	91
1	Tanker	Tanker/20160910-37/190037.wav	Val	47	46
1	Tanker	Tanker/20160924-38/38.wav	Train	34	33
1	Tanker	Tanker/20160927-39/39.wav	Train	25	24
1	Tanker	Tanker/20161002-40/130331.wav	Test	48	46
1	Tanker	Tanker/20161005-41/41.wav	Val	8	7
1	Tanker	Tanker/20161009-42/42.wav	Train	14	12
1	Tanker	Tanker/20161021-43/43.wav	Train	5	4
1	Tanker	Tanker/20161022-44/030503.wav	Train	41	40
1	Tanker	Tanker/20161024-45/061514.wav	Train	49	48
1	Tanker	Tanker/20161027-46/145435.wav	Train	69	68
1	Tanker	Tanker/20161030-47/47.wav	Train	4	3
1	Tanker	Tanker/20161101-48/48.wav	Train	7	6
1	Tanker	Tanker/20161101a-49/49.wav	Train	7	6
1	Tanker	Tanker/20161106-50/50.wav	Val	2	0
1	Tanker	Tanker/20161107-51/170102.wav	Val	32	30
1	Tanker	Tanker/20161110-52/005212.wav	Train	8	7
1	Tanker	Tanker/20161113-237/174452.wav	Train	57	56
1	Tanker	Tanker/20161113a-53/212239.wav	Train	6	5
1	Tanker	Tanker/20161121-54/094048.wav	Train	12	11
1	Tanker	Tanker/20161123-55/171423.wav	Val	13	12
1	Tanker	Tanker/20161124-56/095256.wav	Train	17	15
1	Tanker	Tanker/20161125-57/202025.wav	Test	2	0
1	Tanker	Tanker/20161128-58/005608.wav	Train	88	87
1	Tanker	Tanker/20161206-59/221722.wav	Train	12	10
1	Tanker	Tanker/20161207-60/090131.wav	Test	5	4
1	Tanker	Tanker/20161208-61/135535.wav	Train	5	4
1	Tanker	Tanker/20161208a-62/200744.wav	Train	5	4
1	Tanker	Tanker/20161211-63/204245.wav	Train	72	71
1	Tanker	Tanker/20161215-64/025503.wav	Train	2	1
1	Tanker	Tanker/20161218-65/134000.wav	Train	98	97
1	Tanker	Tanker/20161226-66/123224.wav	Train	1	0
1	Tanker	Tanker/20161227-67/034311.wav	Train	4	3
1	Tanker	Tanker/20170102-68/001752.wav	Train	24	23
1	Tanker	Tanker/20170119-69/153739.wav	Train	8	6
1	Tanker	Tanker/20170120-70/070941.wav	Train	70	69
1	Tanker	Tanker/20170121-71/234906.wav	Train	1	0
1	Tanker	Tanker/20170122-72/031957.wav	Test	1	0
1	Tanker	Tanker/20170122a-73/032130.wav	Train	3	2
1	Tanker	Tanker/20170122b-74/050415.wav	Test	43	41
1	Tanker	Tanker/20170124-75/085359.wav	Train	112	110
1	Tanker	Tanker/20170203-76/002153.wav	Test	8	7
1	Tanker	Tanker/20170204-77/232817.wav	Test	113	112
1	Tanker	Tanker/20170205-78/163939.wav	Train	8	6
1	Tanker	Tanker/20170206-79/081843.wav	Val	6	5
1	Tanker	Tanker/20170209-80/040238.wav	Val	8	7
1	Tanker	Tanker/20170216-81/035911.wav	Train	106	104
1	Tanker	Tanker/20170219-82/104435.wav	Test	59	58
1	Tanker	Tanker/20170227-83/235904.wav	Test	6	5
1	Tanker	Tanker/20170301-84/230755.wav	Train	47	46
1	Tanker	Tanker/20170309-85/095437.wav	Test	3	1
1	Tanker	Tanker/20170317-86/072019.wav	Train	56	55
1	Tanker	Tanker/20170326-87/022836.wav	Test	12	11
1	Tanker	Tanker/20170326a-88/203852.wav	Train	4	3
1	Tanker	Tanker/20170326b-89/231111.wav	Train	48	47
1	Tanker	Tanker/20170327-90/112002.wav	Test	2	1
1	Tanker	Tanker/20170327a-91/224310.wav	Test	6	5
1	Tanker	Tanker/20170403-92/044833.wav	Train	6	4
1	Tanker	Tanker/20170403a-93/102955.wav	Train	35	33
1	Tanker	Tanker/20170404-94/061416.wav	Val	3	2
1	Tanker	Tanker/20170409-95/031833.wav	Test	106	105
1	Tanker	Tanker/20170412-96/114857.wav	Train	3	2
1	Tanker	Tanker/20170413-97/112445.wav	Train	9	8
1	Tanker	Tanker/20170419-98/021347.wav	Train	66	65
1	Tanker	Tanker/20170420-99/170815.wav	Val	16	15
1	Tanker	Tanker/20170421-100/010738.wav	Train	74	72
1	Tanker	Tanker/20170421a-101/064626.wav	Train	39	37
1	Tanker	Tanker/20170425-102/231243.wav	Val	101	100
1	Tanker	Tanker/20170509-104/105420.wav	Train	103	102
1	Tanker	Tanker/20170510-105/041848.wav	Train	65	64
1	Tanker	Tanker/20170511-106/050253.wav	Train	44	42
1	Tanker	Tanker/20170512-107/081819.wav	Val	28	26
1	Tanker	Tanker/20170516-108/201729.wav	Test	4	3
1	Tanker	Tanker/20170525-109/111532.wav	Train	3	2
1	Tanker	Tanker/20170529-110/124845.wav	Train	88	87
1	Tanker	Tanker/20170530-111/004426.wav	Train	8	7
1	Tanker	Tanker/20170605-112/143212.wav	Train	84	83
1	Tanker	Tanker/20170608-113/234244.wav	Train	8	7
1	Tanker	Tanker/20170612-114/013848.wav	Val	1	0
1	Tanker	Tanker/20170614-115/021303.wav	Test	86	85
1	Tanker	Tanker/20170621-116/221235.wav	Train	5	4
1	Tanker	Tanker/20170623-117/232502.wav	Train	17	16
1	Tanker	Tanker/20170625-118/180527.wav	Train	18	17
1	Tanker	Tanker/20170627-119/111336.wav	Train	103	102
1	Tanker	Tanker/20170629-120/215813.wav	Train	68	67
1	Tanker	Tanker/20170630-121/210742.wav	Train	4	2
1	Tanker	Tanker/20170704-122/145807.wav	Train	68	66
1	Tanker	Tanker/20170705-123/030515.wav	Train	72	70
1	Tanker	Tanker/20170711-124/000454.wav	Train	1	0
1	Tanker	Tanker/20170711a-239/191933.wav	Train	111	110
1	Tanker	Tanker/20170712-125/013547.wav	Test	102	101
1	Tanker	Tanker/20170712a-126/015656.wav	Train	9	8
1	Tanker	Tanker/20170720-127/064114.wav	Train	3	1
1	Tanker	Tanker/20170723-238/052014.wav	Train	15	14
1	Tanker	Tanker/20170723a-128/192900.wav	Val	63	62
1	Tanker	Tanker/20170728-129/202445.wav	Val	40	39
1	Tanker	Tanker/20170802-130/135021.wav	Val	11	10
1	Tanker	Tanker/20170815-131/215556.wav	Test	1	0
1	Tanker	Tanker/20170818-132/060518.wav	Train	12	11
1	Tanker	Tanker/20170822-133/172736.wav	Train	83	82
1	Tanker	Tanker/20170824-134/194518.wav	Train	4	2
1	Tanker	Tanker/20170826-135/005931.wav	Train	13	12
1	Tanker	Tanker/20170828-136/215454.wav	Train	82	80
1	Tanker	Tanker/20170901-137/205515.wav	Test	70	69
1	Tanker	Tanker/20170909-138/191109.wav	Test	52	50
1	Tanker	Tanker/20170920-139/232910.wav	Train	30	28
1	Tanker	Tanker/20170923-140/064301.wav	Test	9	8
1	Tanker	Tanker/20171008-141/053342.wav	Train	17	16
1	Tanker	Tanker/20171013-142/115050.wav	Train	79	77
1	Tanker	Tanker/20171014-143/115751.wav	Train	8	6
1	Tanker	Tanker/20171015-144/090640.wav	Train	13	12
1	Tanker	Tanker/20171023-145/214849.wav	Train	9	8
1	Tanker	Tanker/20171024-146/085126.wav	Train	3	2
1	Tanker	Tanker/20171029-147/012439.wav	Val	5	4
1	Tanker	Tanker/20171031-148/074400.wav	Val	1	0
1	Tanker	Tanker/20171108-149/011449.wav	Val	104	103
1	Tanker	Tanker/20171110-150/231243.wav	Test	73	72
1	Tanker	Tanker/20171121-151/180451.wav	Train	3	2
1	Tanker	Tanker/20171126-152/025605.wav	Val	84	82
1	Tanker	Tanker/20171126a-153/090000.wav	Train	4	2
1	Tanker	Tanker/20171127-154/162141.wav	Train	2	1
1	Tanker	Tanker/20171128-155/013710.wav	Test	5	3
1	Tanker	Tanker/20171204-156/222708.wav	Val	20	19
1	Tanker	Tanker/20171207-157/150539.wav	Train	74	72
1	Tanker	Tanker/20171208-158/193936.wav	Train	81	80
1	Tanker	Tanker/20171216-159/160715.wav	Train	63	62
1	Tanker	Tanker/20171220-240/222041.wav	Train	1	0
1	Tanker	Tanker/20171222-160/141803.wav	Test	16	15
1	Tanker	Tanker/20171222a-161/152008.wav	Train	5	4
1	Tanker	Tanker/20171223-162/150450.wav	Train	99	98
1	Tanker	Tanker/20171230-163/032310.wav	Train	1	0
1	Tanker	Tanker/20171230a-164/195035.wav	Train	55	53
1	Tanker	Tanker/20171230b-165/032319.wav	Test	1	0
1	Tanker	Tanker/20180117-166/054518.wav	Train	6	4
1	Tanker	Tanker/20180119-167/055815.wav	Val	4	3
1	Tanker	Tanker/20180119a-168/055857.wav	Val	1	0
1	Tanker	Tanker/20180120-169/125003.wav	Train	110	109
1	Tanker	Tanker/20180120a-170/211000.wav	Train	2	1
1	Tanker	Tanker/20180121-171/222956.wav	Train	70	69
1	Tanker	Tanker/20180129-172/025531.wav	Train	74	73
1	Tanker	Tanker/20180130-173/054907.wav	Train	9	8
1	Tanker	Tanker/20180203-174/232020.wav	Test	33	32
1	Tanker	Tanker/20180206-175/104114.wav	Train	17	16
1	Tanker	Tanker/20180206a-176/131726.wav	Train	26	25
1	Tanker	Tanker/20180208-177/234708.wav	Train	4	3
1	Tanker	Tanker/20180211-178/180933.wav	Test	96	95
1	Tanker	Tanker/20180221-179/020619.wav	Train	76	75
1	Tanker	Tanker/20180226-180/033811.wav	Train	47	45
1	Tanker	Tanker/20180303-181/060850.wav	Test	63	62
1	Tanker	Tanker/20180311-182/212409.wav	Train	61	60
1	Tanker	Tanker/20180314-183/155725.wav	Train	48	47
1	Tanker	Tanker/20180314a-184/171300.wav	Test	13	12
1	Tanker	Tanker/20180316-185/163653.wav	Val	4	2
1	Tanker	Tanker/20180316a-186/174010.wav	Train	31	30
1	Tanker	Tanker/20180402-187/060415.wav	Train	70	68
1	Tanker	Tanker/20180405-188/025825.wav	Train	14	13
1	Tanker	Tanker/20180411-189/081047.wav	Train	2	0
1	Tanker	Tanker/20180411a-190/193519.wav	Train	50	49
1	Tanker	Tanker/20180413-191/212814.wav	Train	2	0
1	Tanker	Tanker/20180417-192/005456.wav	Val	58	57
1	Tanker	Tanker/20180418-193/004704.wav	Train	88	87
1	Tanker	Tanker/20180421-194/025328.wav	Train	139	138
1	Tanker	Tanker/20180422-195/171202.wav	Train	4	3
1	Tanker	Tanker/20180422a-196/171529.wav	Train	6	4
1	Tanker	Tanker/20180422b-197/171240.wav	Train	1	0
1	Tanker	Tanker/20180423-198/063301.wav	Train	6	5
1	Tanker	Tanker/20180425-199/083048.wav	Val	131	130
1	Tanker	Tanker/20180430-200/033225.wav	Train	50	49
1	Tanker	Tanker/20180506-201/014248.wav	Val	74	72
1	Tanker	Tanker/20180507-202/212341.wav	Train	108	107
1	Tanker	Tanker/20180508-203/232237.wav	Train	5	4
1	Tanker	Tanker/20180509-204/124919.wav	Train	9	8
1	Tanker	Tanker/20180510-205/062026.wav	Train	63	62
1	Tanker	Tanker/20180515-206/031557.wav	Train	47	46
1	Tanker	Tanker/20180515a-207/224627.wav	Train	13	11
1	Tanker	Tanker/20180519-208/103407.wav	Train	36	35
1	Tanker	Tanker/20180520-209/130618.wav	Train	4	2
1	Tanker	Tanker/20180523-210/171217.wav	Train	9	8
1	Tanker	Tanker/20180529-211/093622.wav	Train	31	30
1	Tanker	Tanker/20180602-212/172529.wav	Train	74	72
1	Tanker	Tanker/20180604-213/122139.wav	Test	28	26
1	Tanker	Tanker/20180607-214/124208.wav	Train	2	1
1	Tanker	Tanker/20180610-215/135143.wav	Train	61	60
1	Tanker	Tanker/20180612-216/032309.wav	Test	70	69
1	Tanker	Tanker/20180612a-217/230757.wav	Val	70	69
1	Tanker	Tanker/20180616-218/225427.wav	Train	10	8
1	Tanker	Tanker/20180618-219/031247.wav	Test	7	6
1	Tanker	Tanker/20180629-220/001835.wav	Test	73	72
1	Tanker	Tanker/20180630-221/173807.wav	Train	6	4
1	Tanker	Tanker/20180702-222/172918.wav	Train	103	102
1	Tanker	Tanker/20180703-223/143323.wav	Train	92	90
1	Tanker	Tanker/20180705-224/144030.wav	Train	70	69
1	Tanker	Tanker/20180710-225/065625.wav	Train	9	7
1	Tanker	Tanker/20180710a-226/070051.wav	Val	3	2
1	Tanker	Tanker/20180725-227/013354.wav	Train	100	99
1	Tanker	Tanker/20180725a-228/222512.wav	Train	70	69
1	Tanker	Tanker/20180725b-229/233127.wav	Train	13	12
1	Tanker	Tanker/20180821-230/005202.wav	Train	70	68
1	Tanker	Tanker/20180822-231/142019.wav	Val	79	78
1	Tanker	Tanker/20180826-232/010604.wav	Train	5	4
1	Tanker	Tanker/20180904-233/183908.wav	Train	3	2
1	Tanker	Tanker/20180914-234/024440.wav	Train	4	2
1	Tanker	Tanker/20180915-235/150156.wav	Test	19	18
1	Tanker	Tanker/20180927-236/173410.wav	Test	4	3
3	Tug	Tug/20171104-1/200959.wav	Train	127	126
3	Tug	Tug/20171105-2/052000.wav	Test	229	228
3	Tug	Tug/20171105b-3/231504.wav	Train	131	130
3	Tug	Tug/20171106-4/144640.wav	Train	206	205
3	Tug	Tug/20171106a-5/162112.wav	Val	125	124
3	Tug	Tug/20171107a-6/095309.wav	Val	77	76
3	Tug	Tug/20171111-7/025236.wav	Train	77	76
3	Tug	Tug/20171114-8/072235.wav	Train	120	119
3	Tug	Tug/20171115-9/9.wav	Train	40	39
3	Tug	Tug/20171116-10/065145.wav	Train	106	105
3	Tug	Tug/20171116a-11/221717.wav	Val	149	148
3	Tug	Tug/20171118-12/082934.wav	Train	186	185
3	Tug	Tug/20171118a-13/141340.wav	Train	130	129
3	Tug	Tug/20171118b-14/161506.wav	Train	162	161
3	Tug	Tug/20171118c-15/185844.wav	Train	80	78
3	Tug	Tug/20171118d-16/234607.wav	Val	177	176
3	Tug	Tug/20171120-17/034014.wav	Train	146	144
3	Tug	Tug/20171120a-18/054508.wav	Train	78	76
3	Tug	Tug/20171121-19/101117.wav	Train	210	209
3	Tug	Tug/20171122a-20/124609.wav	Train	143	142
3	Tug	Tug/20171123-21/035104.wav	Val	239	238
3	Tug	Tug/20171124-22/012051.wav	Train	126	124
3	Tug	Tug/20171127-23/065148.wav	Train	58	56
3	Tug	Tug/20171127a-24/105442.wav	Train	350	348
3	Tug	Tug/20171128-25/052238.wav	Train	184	183
3	Tug	Tug/20171128a-26/103033.wav	Val	99	98
3	Tug	Tug/20171128b-27/120847.wav	Train	103	102
3	Tug	Tug/20171128c-28/190038.wav	Test	66	64
3	Tug	Tug/20171128d-29/193239.wav	Train	46	45
3	Tug	Tug/20171129-30/011700.wav	Train	115	114
3	Tug	Tug/20171130a-31/211648.wav	Val	66	65
3	Tug	Tug/20171201-32/024235.wav	Train	101	100
3	Tug	Tug/20171201b-33/082249.wav	Train	122	121
3	Tug	Tug/20171201c-34/123228.wav	Train	106	105
3	Tug	Tug/20171201d-35/125826.wav	Train	130	129
3	Tug	Tug/20171201e-36/190230.wav	Train	132	131
3	Tug	Tug/20171202-37/071515.wav	Train	71	70
3	Tug	Tug/20171202a-38/145149.wav	Train	154	153
3	Tug	Tug/20171203-39/032822.wav	Train	144	143
3	Tug	Tug/20171203a-40/40.wav	Train	40	38
3	Tug	Tug/20171203c-41/194116.wav	Train	122	121
3	Tug	Tug/20171204-42/034437.wav	Train	62	60
3	Tug	Tug/20171204a-43/081356.wav	Test	154	152
3	Tug	Tug/20171205-44/145246.wav	Train	80	78
3	Tug	Tug/20171207-45/004027.wav	Train	65	64
3	Tug	Tug/20171207a-46/052942.wav	Test	70	68
3	Tug	Tug/20171207b-47/114556.wav	Train	147	146
3	Tug	Tug/20171209-48/041322.wav	Train	114	113
3	Tug	Tug/20171210-49/49.wav	Val	38	36
3	Tug	Tug/20171212a-50/094549.wav	Train	69	68
3	Tug	Tug/20171213-51/065742.wav	Train	172	171
3	Tug	Tug/20171213a-52/071716.wav	Train	172	170
3	Tug	Tug/20171214a-53/184639.wav	Test	52	51
3	Tug	Tug/20171215-54/005343.wav	Test	134	133
3	Tug	Tug/20171215a-55/103412.wav	Train	67	66
3	Tug	Tug/20171215e-56/170639.wav	Train	52	51
3	Tug	Tug/20171217-58/020446.wav	Val	112	111
3	Tug	Tug/20171217a-59/050224.wav	Test	122	121
3	Tug	Tug/20171219a-60/210546.wav	Train	157	156
3	Tug	Tug/20171221-61/114923.wav	Val	48	46
3	Tug	Tug/20171221a-62/144544.wav	Train	92	90
3	Tug	Tug/20171223b-63/233721.wav	Train	53	52
3	Tug	Tug/20171225-64/015934.wav	Test	113	112
3	Tug	Tug/20171226-65/043830.wav	Val	83	82
3	Tug	Tug/20171227a-66/110853.wav	Train	128	127
3	Tug	Tug/20171229a-67/195709.wav	Train	74	72
3	Tug	Tug/20171229b-68/200347.wav	Test	100	99
3	Tug	Tug/20171230a-69/163503.wav	Test	173	172
3	Tug	Tug/20171231a-70/215301.wav	Train	109	108
