class_id	class_name	split	recording_key	segment_file	segment_index
0	Cargo	Train	20171125e-48/234924	03152.wav	30
0	Cargo	Train	20171110-7/7	00503.wav	102
0	Cargo	Train	20171201-59/080357	04016.wav	14
0	Cargo	Train	20171210-88/004442	05921.wav	26
0	Cargo	Train	20171104-1/1	00022.wav	62
0	Cargo	Train	20171205h-74/140834	04964.wav	73
0	Cargo	Train	20171210a-89/020139	06011.wav	39
0	Cargo	Train	20171202b-62/62	04215.wav	16
0	Cargo	Train	20171105a-3/3	00188.wav	32
0	Cargo	Train	20171207b-81/032120	05430.wav	11
0	Cargo	Train	20171115a-18/18	01154.wav	60
0	Cargo	Train	20171212c-93/101404	06260.wav	26
0	Cargo	Train	20171118-27/27	01578.wav	5
0	Cargo	Train	20171119b-29/151043	01743.wav	34
0	Cargo	Train	20171124c-42/134001	02772.wav	71
0	Cargo	Train	20171214f-105/215513	07017.wav	83
0	Cargo	Train	20171114a-14/14	00936.wav	34
0	Cargo	Train	20171213f-99/99	06645.wav	18
0	Cargo	Train	20171130c-58/231720	04000.wav	2
0	Cargo	Train	20171126b-51/044753	03394.wav	89
0	Cargo	Train	20171121-31/031902	01874.wav	4
0	Cargo	Train	20171214d-103/103	06883.wav	25
0	Cargo	Train	20171213e-98/231302	06545.wav	30
0	Cargo	Train	20171214e-104/213748	06944.wav	12
0	Cargo	Train	20171201a-60/111402	04096.wav	45
0	Cargo	Train	20171122d-38/38	02479.wav	35
0	Cargo	Train	20171213-95/042800	06390.wav	18
0	Cargo	Train	20171129c-56/075459	03738.wav	26
0	Cargo	Train	20171121f-34/210343	02260.wav	42
0	Cargo	Train	20171204b-68/201125	04529.wav	71
0	Cargo	Train	20171128a-54/080742	03586.wav	60
0	Cargo	Train	20171209c-87/140111	05862.wav	33
0	Cargo	Train	20171115b-19/19	01202.wav	50
0	Cargo	Train	20171205-69/69	04616.wav	18
0	Cargo	Train	20171104a-2/2	00154.wav	86
0	Cargo	Train	20171122b-36/075414	02379.wav	14
0	Cargo	Train	20171111-8/8	00567.wav	5
0	Cargo	Train	20171212d-94/141302	06332.wav	45
0	Cargo	Train	20171212a-91/003918	06159.wav	41
0	Cargo	Train	20171117a-24/045829	01410.wav	2
0	Cargo	Train	20171117d-26/225044	01549.wav	20
0	Cargo	Train	20171214a-101/075400	06741.wav	17
0	Cargo	Train	20171212b-92/040423	06221.wav	25
0	Cargo	Train	20171124d-43/161634	02816.wav	24
0	Cargo	Train	20171207a-80/013045	05365.wav	62
0	Cargo	Train	20171114b-15/15	00947.wav	25
0	Cargo	Train	20171205i-75/202122	05007.wav	5
0	Cargo	Train	20171111e-9/9	00612.wav	49
0	Cargo	Train	20171208-84/005033	05631.wav	7
0	Cargo	Train	20171215b-108/114505	07235.wav	32
0	Cargo	Train	20171205g-73/124454	04900.wav	63
0	Cargo	Train	20171124a-41/41	02695.wav	10
0	Cargo	Train	20171204-66/024305	04470.wav	31
0	Cargo	Train	20171202c-63/123015	04247.wav	60
0	Cargo	Train	20171213d-97/154210	06469.wav	9
0	Cargo	Train	20171204a-67/051220	04486.wav	13
0	Cargo	Train	20171215-106/014609	07074.wav	60
0	Cargo	Train	20171125b-45/45	02929.wav	68
0	Cargo	Train	20171117b-25/055206	01456.wav	55
0	Cargo	Train	20171125c-46/134833	03079.wav	12
0	Cargo	Train	20171114d-17/17	01044.wav	23
0	Cargo	Train	20171202e-64/141802	04355.wav	47
0	Cargo	Train	20171213g-100/234857	06682.wav	37
0	Cargo	Train	20171207f-83/190947	05563.wav	39
0	Cargo	Train	20171126a-50/035027	03334.wav	23
0	Cargo	Train	20171116-22/002044	01354.wav	44
0	Cargo	Train	20171118a-28/074918	01673.wav	87
0	Cargo	Train	20171206a-77/014907	05178.wav	13
0	Cargo	Train	20171206e-78/78	05232.wav	35
0	Cargo	Train	20171215a-107/112126	07125.wav	8
0	Cargo	Train	20171126c-52/063408	03460.wav	46
0	Cargo	Train	20171203-65/191824	04404.wav	3
0	Cargo	Train	20171202a-61/054923	04162.wav	6
0	Cargo	Train	20171207-79/010450	05270.wav	18
0	Cargo	Train	20171127-53/231436	03575.wav	65
0	Cargo	Train	20171209b-86/054935	05779.wav	31
0	Cargo	Train	20171125e-48/234924	03171.wav	44
0	Cargo	Train	20171110-7/7	00487.wav	14
0	Cargo	Train	20171201-59/080357	04014.wav	35
0	Cargo	Train	20171210-88/004442	05957.wav	104
0	Cargo	Train	20171104-1/1	00059.wav	31
0	Cargo	Train	20171205h-74/140834	04956.wav	65
0	Cargo	Train	20171210a-89/020139	06015.wav	73
0	Cargo	Train	20171202b-62/62	04195.wav	27
0	Cargo	Train	20171105a-3/3	00216.wav	2
0	Cargo	Train	20171207b-81/032120	05461.wav	27
0	Cargo	Train	20171115a-18/18	01113.wav	7
0	Cargo	Train	20171212c-93/101404	06265.wav	13
0	Cargo	Train	20171118-27/27	01587.wav	20
0	Cargo	Train	20171119b-29/151043	01759.wav	8
0	Cargo	Train	20171124c-42/134001	02809.wav	74
0	Cargo	Train	20171214f-105/215513	07018.wav	21
0	Cargo	Train	20171114a-14/14	00934.wav	38
0	Cargo	Train	20171213f-99/99	06626.wav	9
0	Cargo	Train	20171130c-58/231720	03923.wav	77
0	Cargo	Train	20171126b-51/044753	03428.wav	60
0	Cargo	Train	20171121-31/031902	01923.wav	70
0	Cargo	Train	20171214d-103/103	06880.wav	35
0	Cargo	Train	20171213e-98/231302	06574.wav	68
0	Cargo	Train	20171214e-104/213748	06923.wav	49
0	Cargo	Train	20171201a-60/111402	04098.wav	3
0	Cargo	Train	20171122d-38/38	02491.wav	26
0	Cargo	Train	20171213-95/042800	06402.wav	32
0	Cargo	Train	20171129c-56/075459	03771.wav	18
0	Cargo	Train	20171121f-34/210343	02271.wav	43
0	Cargo	Train	20171204b-68/201125	04577.wav	19
0	Cargo	Train	20171128a-54/080742	03657.wav	59
0	Cargo	Train	20171209c-87/140111	05814.wav	49
0	Cargo	Train	20171115b-19/19	01214.wav	15
0	Cargo	Train	20171205-69/69	04612.wav	10
0	Cargo	Train	20171104a-2/2	00149.wav	78
0	Cargo	Train	20171122b-36/075414	02362.wav	48
0	Cargo	Train	20171111-8/8	00569.wav	39
0	Cargo	Train	20171212d-94/141302	06382.wav	18
0	Cargo	Train	20171212a-91/003918	06169.wav	37
0	Cargo	Train	20171117a-24/045829	01413.wav	46
0	Cargo	Train	20171117d-26/225044	01530.wav	42
0	Cargo	Train	20171214a-101/075400	06768.wav	60
0	Cargo	Train	20171212b-92/040423	06199.wav	53
0	Cargo	Train	20171124d-43/161634	02821.wav	54
0	Cargo	Train	20171207a-80/013045	05370.wav	29
0	Cargo	Train	20171114b-15/15	00955.wav	4
0	Cargo	Train	20171205i-75/202122	05022.wav	34
0	Cargo	Train	20171111e-9/9	00646.wav	26
0	Cargo	Train	20171208-84/005033	05626.wav	51
0	Cargo	Train	20171215b-108/114505	07181.wav	28
0	Cargo	Train	20171205g-73/124454	04886.wav	4
0	Cargo	Train	20171124a-41/41	02715.wav	20
0	Cargo	Train	20171204-66/024305	04435.wav	8
0	Cargo	Train	20171202c-63/123015	04232.wav	52
0	Cargo	Train	20171213d-97/154210	06489.wav	23
0	Cargo	Train	20171204a-67/051220	04492.wav	15
0	Cargo	Train	20171215-106/014609	07118.wav	58
0	Cargo	Train	20171125b-45/45	02981.wav	43
0	Cargo	Train	20171117b-25/055206	01472.wav	63
0	Cargo	Train	20171125c-46/134833	03051.wav	54
0	Cargo	Train	20171114d-17/17	01063.wav	43
0	Cargo	Train	20171202e-64/141802	04295.wav	18
0	Cargo	Train	20171213g-100/234857	06709.wav	57
0	Cargo	Train	20171207f-83/190947	05545.wav	6
0	Cargo	Train	20171126a-50/035027	03340.wav	10
0	Cargo	Train	20171116-22/002044	01369.wav	21
0	Cargo	Train	20171118a-28/074918	01628.wav	53
0	Cargo	Train	20171206a-77/014907	05149.wav	2
0	Cargo	Train	20171206e-78/78	05224.wav	28
0	Cargo	Train	20171215a-107/112126	07120.wav	20
0	Cargo	Train	20171126c-52/063408	03493.wav	41
0	Cargo	Train	20171203-65/191824	04383.wav	33
0	Cargo	Train	20171202a-61/054923	04173.wav	44
0	Cargo	Train	20171207-79/010450	05245.wav	26
0	Cargo	Train	20171127-53/231436	03524.wav	21
0	Cargo	Train	20171209b-86/054935	05794.wav	30
0	Cargo	Train	20171125e-48/234924	03197.wav	91
0	Cargo	Train	20171110-7/7	00538.wav	3
0	Cargo	Train	20171201-59/080357	04002.wav	10
0	Cargo	Train	20171210-88/004442	05914.wav	22
0	Cargo	Train	20171104-1/1	00034.wav	28
0	Cargo	Train	20171205h-74/140834	04923.wav	19
0	Cargo	Train	20171210a-89/020139	06026.wav	66
0	Cargo	Train	20171202b-62/62	04196.wav	22
0	Cargo	Train	20171105a-3/3	00228.wav	10
0	Cargo	Train	20171207b-81/032120	05414.wav	48
0	Cargo	Train	20171115a-18/18	01138.wav	53
0	Cargo	Train	20171212c-93/101404	06274.wav	28
0	Cargo	Train	20171118-27/27	01579.wav	6
0	Cargo	Train	20171119b-29/151043	01736.wav	47
0	Cargo	Train	20171124c-42/134001	02766.wav	54
0	Cargo	Train	20171214f-105/215513	07027.wav	15
0	Cargo	Train	20171114a-14/14	00943.wav	45
0	Cargo	Train	20171213f-99/99	06622.wav	10
0	Cargo	Train	20171130c-58/231720	03921.wav	32
0	Cargo	Train	20171126b-51/044753	03390.wav	86
0	Cargo	Train	20171121-31/031902	01863.wav	71
0	Cargo	Train	20171214d-103/103	06876.wav	39
0	Cargo	Train	20171213e-98/231302	06543.wav	51
0	Cargo	Train	20171214e-104/213748	06928.wav	13
0	Cargo	Train	20171201a-60/111402	04112.wav	25
0	Cargo	Train	20171122d-38/38	02502.wav	18
0	Cargo	Train	20171213-95/042800	06401.wav	34
0	Cargo	Train	20171129c-56/075459	03806.wav	11
0	Cargo	Train	20171121f-34/210343	02262.wav	44
0	Cargo	Train	20171204b-68/201125	04557.wav	6
0	Cargo	Train	20171128a-54/080742	03629.wav	5
0	Cargo	Train	20171209c-87/140111	05870.wav	29
0	Cargo	Train	20171115b-19/19	01208.wav	40
0	Cargo	Train	20171205-69/69	04597.wav	29
0	Cargo	Train	20171104a-2/2	00107.wav	5
0	Cargo	Train	20171122b-36/075414	02368.wav	34
0	Cargo	Train	20171111-8/8	00591.wav	42
0	Cargo	Train	20171212d-94/141302	06381.wav	24
0	Cargo	Train	20171212a-91/003918	06160.wav	49
0	Cargo	Train	20171117a-24/045829	01423.wav	59
0	Cargo	Train	20171117d-26/225044	01566.wav	12
0	Cargo	Train	20171214a-101/075400	06737.wav	31
0	Cargo	Train	20171212b-92/040423	06255.wav	21
